time_sow,lat,lon,alt,rms,sat_count
573294.41887784,32.16846257524364,34.813166205794595,209.678747901693,1.862645149230957e-09,4
573297.41887784,32.16859262124622,34.813190807981236,3.012798210605979,2.634178031930877e-09,4
573298.41887784,32.1685543394656,34.81337496250848,81.32418327778578,4.654403192288333,5
573299.41887784,32.16845680254936,34.81324457685764,39.439348046667874,3.122952587850913,5
573300.41887784,32.16842810291694,34.81330686497461,59.753526566550136,7.321836821889913,5
573301.41887784,32.16858814186505,34.81326232779278,59.22102931328118,1.0209490785617743,5
573302.41887784,32.16847946746987,34.81320218098722,52.67886639852077,0.6544943405941224,5
573303.41887784,32.16856927663691,34.81326353969145,87.43962908629328,2.634178031930877e-09,4
573304.41887784,32.168507787223554,34.813224105310006,59.505793089047074,1.4636946093317444,5
573305.41887784,32.16856764156338,34.813314539799556,38.20168212521821,5.587935447692871e-09,4
573306.41887784,32.16867204884326,34.81335314988201,30.73612118139863,1.862645149230957e-09,4
573307.41887784,32.16845431893619,34.81324945050279,10.297649435698986,3.226196034939731e-09,4
573308.41887784,32.168511882802946,34.81330476323578,27.23363497108221,2.634178031930877e-09,4
573309.41887784,32.16855011231752,34.813260436669545,83.05291507393122,1.862645149230957e-09,4
573310.41887784,32.16873003075713,34.81319416911744,118.82993803359568,3.226196034939731e-09,4
573311.41887784,32.16849743201672,34.81330084217224,49.81228706520051,1.787292130916034,5
573312.41887784,32.16855909332441,34.81322051331316,47.00772443879396,1.2064918818230712,5
573313.41887784,32.168752807813014,34.81327933538846,76.40180581156164,3.7559683818637812,5
573314.41887784,32.168642176230094,34.81325176601459,70.51177174877375,2.574472658259914,6
573315.41887784,32.16868587696919,34.81324254949662,81.09660584013909,3.1918447848242715,7
573316.41887784,32.168687828252374,34.81326412127014,56.322891489602625,9.054458780767257,7
573317.41887784,32.16878055487614,34.81334136114832,86.68582119233906,4.407205765150189,7
573318.41887784,32.1687605832758,34.81335761213335,51.81431537121534,4.765021061477389,7
573319.41887784,32.16865461385193,34.813295698902266,73.3487638272345,6.83419391150933,7
573320.41887784,32.16885558616349,34.813176644074744,61.72818516008556,5.985088932602902,7
573321.41887784,32.16874336704748,34.81339583290207,43.957867316901684,5.945139061282347,7
573322.41887784,32.16880702605542,34.81337055589618,42.79273837711662,6.88185688696218,7
573323.41887784,32.16886886679329,34.81329493497443,70.05046874005347,3.219345821108103,7
573324.41887784,32.16876067578855,34.81326317472845,49.09533513523638,1.9933795049516636,7
573325.41887784,32.168749082592775,34.813253755613694,63.24639421887696,1.7567544210519364,7
573326.41887784,32.16881996154978,34.81327007302169,75.27916921768337,5.053506252596005,7
573327.41887784,32.16876196373875,34.81315291363812,54.53094401489943,5.887147144980527,7
573328.41887784,32.168760893963054,34.8131957765962,71.86866459809244,2.02397645254337,5
573329.41887784,32.16871633773135,34.813202693623325,74.8117510592565,7.20993292132498,6
573330.41887784,32.168787813160236,34.8132132426304,62.450315775349736,6.283820683298513,7
573331.41887784,32.1687409887997,34.81312556095777,56.19329874962568,21.599906554291916,8
573332.41887784,32.16873514759844,34.81323735695809,24.818781280890107,2.559520951146842,6
573333.41887784,32.168786752382054,34.8131692068764,47.73227230180055,2.958371648574236,6
573334.41887784,32.168801534351694,34.81309921738238,78.2389779612422,7.2312284428535065,8
573335.41887784,32.16881294091713,34.81317406221227,69.96117091458291,3.301180914648678,7
573336.41887784,32.168772597959105,34.813111296174775,70.99891380313784,10.65539880935695,8
573337.41887784,32.16881777073972,34.813133870602485,72.67310105916113,1.330148851570812,7
573338.41887784,32.168631943922506,34.812925471637904,47.555297940038145,1.5626951768275958,5
573339.41887784,32.168839508833464,34.813159866060275,62.12631468940526,5.2261752037603815,7
573340.41887784,32.168718329922555,34.812978548101526,67.92956636659801,8.713651915951075,6
573341.41887784,32.1688183714985,34.813120904691544,76.71870697848499,1.1656229138879863,5
573342.41887784,32.16890120561721,34.81306269618652,101.84518090449274,13.807511966555051,6
573343.41887784,32.16882905524003,34.813026010380604,69.65422688331455,3.088904562438863,7
573344.41887784,32.16878243513929,34.81296224132301,74.56554015353322,4.1071635365117345,7
573345.41887784,32.16881244629116,34.812885159888204,68.9360679788515,5.852663321722534,7
573346.41887784,32.168747751987674,34.81289631760796,74.97775672096759,8.01052897149298,8
573347.41887784,32.16882623991887,34.81295263896193,60.61988542601466,7.074225365267114,8
573348.41887784,32.16875130145663,34.81290369021786,69.27162708342075,5.244025688141535,7
573349.41887784,32.16876256004034,34.81289713044647,62.3774765310809,4.8178578345286684,8
573350.41887784,32.1687696123251,34.81291678522696,61.529582056216896,5.226141119094525,8
573351.41887784,32.16877534610368,34.812754170511845,73.36917577963322,2.8629306928305986,7
573352.41887784,32.168930820699394,34.812727573670664,74.75801821425557,8.362607030101069,8
573353.41887784,32.168776898623534,34.812784340456815,59.06323040742427,5.818282028847958,8
573354.41887784,32.16884550789181,34.81270416928132,62.457259313203394,5.520940958297353,8
573355.41887784,32.16880541913533,34.81268831174382,74.35214608069509,8.357209803999849,8
573356.41887784,32.168820016012326,34.81276458301821,74.9415992507711,4.007335166618717,8
573357.41887784,32.168856379071606,34.812816654641935,79.27740940172225,7.262551887295931,8
573358.41887784,32.16890595347897,34.81277567140723,64.16039492096752,4.442777103363365,8
573359.41887784,32.16875351900133,34.81290261656919,58.79038047045469,6.756592156694301,8
573360.41887784,32.16880399775577,34.812830408854424,55.70207868143916,4.626605024132016,8
573361.41887784,32.16876898752209,34.812876312597766,54.80493573285639,5.26499523644683,7
573362.41887784,32.16877157893688,34.81289459048026,55.00411549862474,4.711042082576457,7
573363.41887784,32.16881751312219,34.812882598249026,76.40242298599333,9.903940424392655,8
573364.41887784,32.16882774743759,34.812926366745884,69.30383096821606,8.216120865733027,8
573365.41887784,32.168836483262794,34.81297986498125,56.98174319602549,4.148850428941397,8
573366.41887784,32.16886155001322,34.81294788579194,68.00267066061497,4.7690423906531105,8
573367.41887784,32.16881848110099,34.812929454014316,67.96124579291791,3.435088633148703,7
573368.41887784,32.168830294461735,34.813060945546944,70.69654841162264,4.252044619168277,8
573369.41887784,32.16880337623673,34.813024440169265,65.78971785493195,6.595178589210495,7
573370.41887784,32.168871107018134,34.81308635165446,73.6853731861338,3.889327704911659,6
573371.41887784,32.16877570711882,34.81303239160398,70.70392145588994,1.2643382936123961,8
573372.41887784,32.168787102107224,34.813014733195025,57.987931423820555,4.690660304379811,8
573373.41887784,32.16886270008262,34.81312519963019,62.016202102415264,3.685258620066293,8
573374.41887784,32.168845194085435,34.813129257166665,88.90035345498472,7.615507524084513,8
573375.41887784,32.168777866838866,34.813119191196755,71.08427982032299,4.6903340467544385,7
573376.41887784,32.168820187300994,34.81315608757897,60.295723801478744,1.6154698738060231,8
573377.41887784,32.16888874268649,34.813180788995645,83.84562781825662,7.338381658811402,7
573378.41887784,32.168824901980216,34.81326303809058,96.18390298355371,6.30097343309783,8
573379.41887784,32.168829868191644,34.81323327325167,71.2813660139218,3.689707681579622,7
573380.41887784,32.16889763656368,34.81323751051929,78.51478781178594,9.60563963154361,8
573381.41887784,32.16880722168261,34.81324052653266,60.84876196458936,6.661968292554395,8
573382.41887784,32.16882413826628,34.813307026996604,67.89518839865923,6.5129582503506525,7
573383.41887784,32.16874015619813,34.8133382688882,48.73173527792096,2.914130526020581,7
573384.41887784,32.16876323839832,34.81321578864616,45.24016842804849,3.785557720921165,6
573385.41887784,32.1688213304288,34.81325145738976,73.92267424892634,2.8015504633604964,8
573386.41887784,32.16884979134412,34.81330405843544,58.32764233183116,5.238578819706051,8
573387.41887784,32.16882855131051,34.81322702047302,72.99243629630655,3.1841179080962925,7
573388.41887784,32.16883800835088,34.813231967647475,77.06731533072889,5.121347836344244,7
573389.41887784,32.16886958463251,34.813284702239976,47.36148522887379,4.985588908758489,6
573390.41887784,32.168773551502134,34.81332141060579,82.37362134456635,4.289645773452525,6
573391.41887784,32.16882178444473,34.813243153229315,49.354704577475786,7.859309249023474,6
573392.41887784,32.16882554963016,34.813236196233696,64.80624361801893,0.8603271969515641,7
573393.41887784,32.168831373799506,34.81326259693462,62.80556344613433,4.359968896893376,8
573394.41887784,32.16885858527239,34.8134317069498,112.79913421720266,8.29858352067963,7
573395.41887784,32.1688630230218,34.813322955774204,66.8048154618591,3.552220488171535,7
573396.41887784,32.16880548978994,34.81326878411861,67.07424569036812,4.639665827301698,8
573397.41887784,32.168860923389836,34.81330980971853,61.698466318659484,2.7788323884286097,7
573398.41887784,32.16879898026502,34.81330952929813,69.22837057709694,5.803753060954277,6
573399.41887784,32.16882330971858,34.813209389078295,62.66684425063431,2.111748757705673,7
573400.41887784,32.16877203258222,34.81321038054838,67.75516179576516,4.465302245990269,6
573401.41887784,32.168815424083434,34.81327338405009,76.7316129738465,0.5597275724689187,5
573402.41887784,32.16874187250371,34.813089829720404,61.676527539268136,15.888876235049494,8
573403.41887784,32.16880526296286,34.81327307225343,70.9176841005683,5.424432684109745,8
573404.41887784,32.16886570915871,34.81333692969677,86.60538455750793,6.196808214818058,7
573405.41887784,32.16885545549766,34.813312510196965,62.85124498885125,3.6437945727097945,7
573406.41887784,32.168793902235016,34.81329306201296,75.47780111152679,4.597451776800145,7
573407.41887784,32.16880328467878,34.81327684342447,51.00490687508136,2.4929664597895993,7
573408.41887784,32.16883476032602,34.813266625928826,73.95237601734698,3.5312996903468075,7
573409.41887784,32.16882585022683,34.81328348027845,103.91041809692979,10.99976977223981,7
573410.41887784,32.16888942253926,34.81324127490916,67.32494199462235,5.153007765276942,6
573411.41887784,32.168813690947175,34.81321698665599,63.618233733810484,3.6861992072510046,6
