time_sow,lat,lon,alt,rms,sat_count
573294.41887784,32.16846257524363,34.81316620579459,209.678747901693,10.060751244013945,4
573297.41887784,32.168592621246255,34.813190807981265,3.012798217125237,10.060775980104118,4
573298.41887784,32.16855240637616,34.81336243782813,94.01015089452267,13.276026630351314,5
573299.41887784,32.16845552657665,34.81323619017269,47.955910353921354,13.058424717887732,5
573300.41887784,32.16842515887636,34.813287239645234,79.73142560105771,13.87055617716196,5
573301.41887784,32.168588546641466,34.81326505970462,56.433937786147,12.953211555363637,5
573302.41887784,32.16847972286286,34.81320392909824,50.891217107884586,12.93458831727209,5
573303.41887784,32.1685692766369,34.813263539691434,87.43962908349931,10.061649594933755,4
573304.41887784,32.16850833815956,34.8132279984798,55.50357404816896,12.986932307029988,5
573305.41887784,32.168567641563335,34.81331453979951,38.2016821000725,10.061820600317278,4
573306.41887784,32.16867204884328,34.81335314988203,30.73612117767334,10.061921974198478,4
573307.41887784,32.168454318936234,34.813249450502795,10.297649446874857,10.062039495447905,4
573308.41887784,32.16851188280295,34.813304763235756,27.23363495338708,10.062185023852418,4
573309.41887784,32.1685501123175,34.8132604366696,83.05291505716741,10.06239488720314,4
573310.41887784,32.168730030757104,34.81319416911742,118.82993804384023,10.062558043234153,4
573311.41887784,32.16849684337113,34.81329615535329,54.717646948993206,12.956431189698344,5
573312.41887784,32.16855948409972,34.81322367189989,43.69479949306697,12.975036825141892,5
573313.41887784,32.16874977934451,34.813282294688676,65.2434591408819,13.44773061530355,5
573314.41887784,32.168631321440344,34.81322061166401,71.97777396906167,14.685767864317329,6
573315.41887784,32.168654120143394,34.81323247496345,82.5864860555157,15.14982348734464,7
573316.41887784,32.16878757479338,34.81327921403406,57.628746731206775,16.484590778767913,7
573317.41887784,32.168817351161955,34.813374554005485,89.78126439359039,15.377430351044024,7
573318.41887784,32.16880842003894,34.813394929498365,51.66974282450974,15.383187790878507,7
573319.41887784,32.1687154147467,34.81333836678916,67.37541163805872,15.887848833960096,7
573320.41887784,32.1688555964748,34.81320911249489,68.01087997574359,16.01705495909679,7
573321.41887784,32.168765806643925,34.813363712604186,56.625052493065596,15.585827945892234,7
573322.41887784,32.168852698374444,34.81337216509583,55.377277507446706,15.888029190716646,7
573323.41887784,32.1688639683532,34.81330460596197,63.49000421445817,15.191554762620372,7
573324.41887784,32.168747578113205,34.81327261355244,45.12343916948885,15.044052481612626,7
573325.41887784,32.16876221287916,34.813250824496414,66.55544300470501,15.000085702976895,7
573326.41887784,32.16887563753078,34.813279274328664,80.40912669990212,15.383652557282742,7
573327.41887784,32.168813382488054,34.81320833196615,51.41974466573447,15.615824525454284,7
573328.41887784,32.168762600623126,34.813194170851354,77.8875050097704,13.21184732176974,5
573329.41887784,32.168685641912994,34.813118733624265,71.05455242469907,15.640389418773957,6
573330.41887784,32.16869453297207,34.81320574975214,50.02869420405477,18.657742550990196,7
573331.41887784,32.16875599021926,34.81292248527264,70.54984955210239,24.263239604262147,8
573332.41887784,32.16873508988106,34.813232709560346,30.51862126402557,14.789345370491512,6
573333.41887784,32.1687769255997,34.81313814807528,51.636733242310584,14.718363634878395,6
573334.41887784,32.16886595141558,34.81313399028911,82.68931597750634,18.845889769437406,8
573335.41887784,32.16884019781229,34.813152818088646,74.73039781861007,18.02229844981059,7
573336.41887784,32.16879067165505,34.81300129773123,80.95860019885004,19.017700111531887,8
573337.41887784,32.16882223006191,34.81314800847127,74.1949714384973,18.041153983255644,7
573338.41887784,32.16863058875628,34.81292671760385,42.90555716864765,13.11498311251109,5
573339.41887784,32.16884510117728,34.81313180485122,63.429109796881676,19.415256926757145,7
573340.41887784,32.16869304921089,34.8128765436439,80.1068085161969,18.88037708904016,6
573341.41887784,32.16881939140893,34.81311997415104,80.18780309055,13.111230183485254,5
573342.41887784,32.16892134934837,34.81297020597354,132.19471398741007,18.542254924203608,6
573343.41887784,32.16886357105469,34.81303910352623,71.50657815299928,15.12180193874954,7
573344.41887784,32.16880644218437,34.81297008167501,81.552077322267,15.328825920070761,7
573345.41887784,32.16881511346501,34.81291291642994,75.83844753913581,15.94888800001285,7
573346.41887784,32.16870505110818,34.81291399227409,71.1388126378879,19.425334675964635,8
573347.41887784,32.168846835687596,34.81303723717774,57.51903328113258,18.655365190676783,8
573348.41887784,32.168713252772115,34.81284697343823,71.60079352557659,15.264271499755933,7
573349.41887784,32.16879986250999,34.81292902875232,62.41984405834228,18.33272458613323,8
573350.41887784,32.16878636151403,34.81286634757878,66.48979637771845,18.080659989562232,8
573351.41887784,32.16876324350415,34.81273604289292,78.25143348332494,15.085137223803496,7
573352.41887784,32.16885259128761,34.81275146917961,63.14733886811882,18.768858194143913,8
573353.41887784,32.168762385521774,34.81279213051973,56.476805347949266,18.758709134625676,8
573354.41887784,32.16879963898488,34.812728897080135,54.97023764718324,18.30548936962008,8
573355.41887784,32.1687765296695,34.81262891342934,79.35246207565069,19.104543641016345,8
573356.41887784,32.16877418618384,34.81277015444286,73.61852982547134,18.123644256533748,8
573357.41887784,32.16890923837503,34.8128256196516,78.60898244660348,19.052782105549085,8
573358.41887784,32.168915405442135,34.8128259041815,59.86741505470127,18.151133675165752,8
573359.41887784,32.168816620957784,34.81288833796239,67.25788980163634,18.397380468378316,8
573360.41887784,32.16882346968691,34.81280128533509,63.08574757538736,17.9986518970772,8
573361.41887784,32.1688496928895,34.81291995690527,65.92408499866724,18.50818213273555,7
573362.41887784,32.16874884373958,34.81286336160128,60.17652377486229,18.26227750059815,7
573363.41887784,32.168754573168805,34.81286152998654,68.6100244820118,19.936169390324565,8
573364.41887784,32.16886723136462,34.812983267183064,73.59879690688103,19.386072540231147,8
573365.41887784,32.168882156327975,34.81299728858952,59.3694633198902,18.09052026546805,8
573366.41887784,32.16890832081759,34.81299066166007,69.53400899097323,18.187995826266384,8
573367.41887784,32.168857881047266,34.81293327648259,70.05144798289984,17.50888677883721,7
573368.41887784,32.168864715628345,34.813092139245555,73.68529627658427,18.171494158961035,8
573369.41887784,32.16885365102857,34.81309243463983,60.76871187053621,15.784018842907042,7
573370.41887784,32.16887533545237,34.81306932346848,82.74154691956937,17.55504351241493,6
573371.41887784,32.16877945957959,34.81302137516774,70.5505915414542,17.813225117672346,8
573372.41887784,32.16884235971073,34.81302838693674,62.26802989374846,18.116952411632962,8
573373.41887784,32.16889318937702,34.8131423546637,65.53594201616943,18.104778291149554,8
573374.41887784,32.168867213499816,34.81321622778936,90.13769034668803,18.94000970525873,8
573375.41887784,32.168723622590754,34.81312828512724,67.74757976736873,18.500559192723053,7
573376.41887784,32.168814001352764,34.81315174529529,62.57864304445684,17.85690689034383,8
573377.41887784,32.168970514316044,34.81318047755552,90.91315679717809,15.851777197553401,7
573378.41887784,32.16884039733476,34.81332549800877,99.23010479379445,18.711196835508638,8
573379.41887784,32.16877316326811,34.81322409345047,65.25224596634507,18.258423861810712,7
573380.41887784,32.16897952291252,34.81333017416956,77.24288417864591,19.18412520497663,8
573381.41887784,32.168823211424225,34.81321085740031,65.73340988531709,18.710087142765474,8
573382.41887784,32.16892716835593,34.81334032203154,82.81466413568705,18.636645096762756,7
573383.41887784,32.16878086720523,34.81334682529941,56.30988258123398,18.072550127129222,7
573384.41887784,32.168752066304926,34.813176352183966,50.469094628468156,14.795088100409288,6
573385.41887784,32.16880950811408,34.81322011373518,76.15054828766733,17.834947828723152,8
573386.41887784,32.168885423646074,34.81332338482447,59.87489795032889,18.4296896702604,8
573387.41887784,32.168790267254295,34.81322022300797,73.15793220791966,17.515798753741233,7
573388.41887784,32.16883601719317,34.81316993212867,83.62547835148871,17.442389122630466,7
573389.41887784,32.1689197822398,34.81328862946974,45.286445546895266,14.2751193016412,6
573390.41887784,32.16872757780735,34.81332022209546,81.33642058912665,14.126840941078301,6
573391.41887784,32.168906075065415,34.81324413620718,52.67757415678352,14.922675876216662,6
573392.41887784,32.168835187610156,34.81324392557855,64.8795691980049,17.34541521834023,7
573393.41887784,32.16878518739623,34.813227424181804,62.65359070431441,17.983096965498454,8
573394.41887784,32.16885179757449,34.813519110657516,112.87341465428472,19.39960652593459,7
573395.41887784,32.16891794126098,34.81333923907346,75.38966083712876,18.159392602860677,7
