time_sow,lat,lon,alt,rms,sat_count
24278.41683101654,32.16896578618492,34.81328193896122,84.86563959531486,10.004023481658972,6
24280.41683101654,32.1690398118281,34.81356589486112,104.51313146669418,0.2772202261355533,5
24281.41683101654,32.17121047368526,34.818103912026565,1491.5783624667674,1.862645149230957e-09,4
24282.41683101654,32.16907390537919,34.813489806421906,100.74383715167642,2.9233509717885284,5
24283.41683101654,32.1694195165338,34.81459258207563,430.4544791216031,0.0,4
24284.41683101654,32.16876467842921,34.81337004504732,61.679071112535894,6.239566222588185,6
24285.41683101654,32.16881279617512,34.81325660338321,62.4906500633806,0.6503904738518329,5
24286.41683101654,32.168875132705274,34.81334051961756,43.97609391063452,3.8566006190008535,5
24287.41683101654,32.1688441816257,34.81341465974208,42.86261436436325,2.4602949444075164,6
24288.41683101654,32.16880421707984,34.81334832757443,61.37620459031314,2.2693179050237378,5
24289.41683101654,32.168910696990245,34.813342371425904,41.99970369413495,0.4149120380987409,5
24290.41683101654,32.168840135934005,34.81338777434123,61.86000465694815,1.1267168544376813,5
24291.41683101654,32.16878956378721,34.813303997007004,43.58130211662501,1.0959910868978728,5
24292.41683101654,32.16886085862234,34.813408434642106,39.45694140251726,2.1509286922844786,5
24293.41683101654,32.16883484564949,34.813283201611384,44.85824022628367,1.3546201550601955,5
24294.41683101654,32.16884661338079,34.81334754983416,46.11116631049663,0.3325069194494212,5
24295.41683101654,32.16881481448084,34.81329847447389,37.26694390177727,1.4894340860460489,5
24296.41683101654,32.16883044092619,34.81331146270799,53.517351884394884,0.05897603334802989,5
24297.41683101654,32.16881691011345,34.81334296891705,45.81413592863828,1.0600368595607992,5
24298.41683101654,32.16879124569786,34.81328921819578,52.36097872722894,1.7670696626866749,5
24299.41683101654,32.168819971684954,34.813344696462856,52.272289300337434,1.1986980983289455,5
24300.41683101654,32.16879533185341,34.81332376476848,50.87893544603139,0.7743522596722677,5
24301.41683101654,32.168791064139256,34.813302826098734,60.277319869957864,1.5246430370322654,5
24302.41683101654,32.16880817129366,34.81329973510214,58.29661562293768,0.16445032569833581,5
24303.41683101654,32.1687953006095,34.81331722622274,52.946459961123765,0.18154680358755312,5
24304.41683101654,32.1687668749149,34.81327144261992,67.6059408094734,5.344248641621422,5
24305.41683101654,32.16876703311763,34.813314230900396,59.92387016303837,1.030535243508808,5
24306.41683101654,32.168833745630074,34.813357683280806,58.57876065466553,2.369554650371177,5
24307.41683101654,32.16880096609277,34.81324539223946,66.92661045398563,3.114546413332915,5
24308.41683101654,32.16879628558957,34.81326550700612,52.814932242035866,1.4131064539705687,5
24309.41683101654,32.16889124309608,34.81335453342626,40.639158678241074,1.337844601980007,5
24310.41683101654,32.16884644069527,34.81335739206577,46.03689762484282,0.48050667853438433,5
24311.41683101654,32.16884677580668,34.813334477492816,60.89225489925593,0.31753326350951916,5
24312.41683101654,32.16885698222343,34.813340925014295,34.06220720894635,0.2466929859304473,5
24313.41683101654,32.16878139005001,34.813339139104144,73.62598599400371,0.4698758347124719,5
24314.41683101654,32.16883624495676,34.81331263462177,48.34120913222432,2.65039145109488,5
24315.41683101654,32.1688288410436,34.81330411080783,54.179705675691366,2.0187674562996722,5
24316.41683101654,32.16885419200022,34.813313058122056,49.00138495396823,1.2664626198834987,5
24317.41683101654,32.168854021237884,34.81329566548587,47.65589073393494,0.41918682929145107,5
24318.41683101654,32.16886596379721,34.81333432543083,71.71074995212257,3.4804385400364564,5
